Date;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Segment;Size
6/18/2012;KR102E;KR7115390007;B5LG7S8;115390.KS;Lock&Lock;KR;Emerging;SMALL
6/18/2012;KR103F;KR7120110002;B5TVWD5;120110.KS;Kolon Industry;KR;Emerging;SMALL
6/18/2012;KR06BS;KR7072870009;B04M227;072870.KQ;MegaStudy;KR;Emerging;SMALL
6/18/2012;BR03UZ;BRLLXLACNOR8;B3BXMS0;LLXL3.SA;LLX Logistica;BR;Emerging;SMALL
6/18/2012;PH04OY;PHY2558N1203;6204237;FPH.PS;FIRST PHILIPPINE HOLDINGS;PH;Emerging;SMALL
6/18/2012;MY21PC;MYL1619OO005;6269816;DRBM.KL;DRB-HICOM;MY;Emerging;SMALL
6/18/2012;KR10LX;KR7091700005;B1GN4B8;091700.KQ;Partron;KR;Emerging;SMALL
6/18/2012;TW01PF;TW0001710002;6661519;1710.TW;Oriental Union;TW;Emerging;SMALL
6/18/2012;MY238X;MYL5202OO006;B40GYF8;MSMH.KL;MSM MAL.HOLDINGS;MY;Emerging;SMALL
6/18/2012;TW05YS;TW0003041000;6174761;3041.TW;Ali;TW;Emerging;SMALL
6/18/2012;ZA219L;ZAE000097416;6838863;FPTJ.J;FOUNTAINHEAD PR.TST.;ZA;Emerging;SMALL
6/18/2012;TW1E26;TW0003227005;6673365;3227.TWO;PIXART IMAGING;TW;Emerging;SMALL
6/18/2012;531929;PLMSTSD00019;5319295;MOSD.WA;POLIMEXMS;PL;Emerging;SMALL
6/18/2012;BR10GJ;BRMYPKACNOR7;B06YX28;MYPK3.SA;IOCHPE MAXION S.A.;BR;Emerging;SMALL
6/18/2012;BR15KS;BRAUTMACNOR8;B6565S7;AUTM3.SA;AUTOMETAL ON NM;BR;Emerging;SMALL
6/18/2012;MY204Q;MYL9679OO001;6932088;WCTE.KL;WCT;MY;Emerging;SMALL
6/18/2012;HK1079;BMG4403P1106;6605885;8046.HK;HENG XIN CHINA HOLDINGS;CN;Emerging;SMALL
6/18/2012;ID12B9;ID1000114101;B3LJCZ5;BIPI.JK;ASTRINDO NUSANTARA INFRASTRUKTUR;ID;Emerging;SMALL
6/18/2012;ID20DA;ID1000092406;6538527;SMRA.JK;SUMMARECON AGUNG;ID;Emerging;SMALL
6/18/2012;IN028F;INE465A01025;B0C1DM3;BFRG.NS;Bharat Forge;IN;Emerging;SMALL
6/18/2012;KR05P5;KR7051600005;B29ZGV2;051600.KS;KEPCO Plant S&E;KR;Emerging;SMALL
6/18/2012;IN04U3;INE246F01010;B0YVBS3;GSPT.NS;Gujarat Petro;IN;Emerging;SMALL
6/18/2012;KR12T7;KR7037370004;6218313;037370.KQ;EG;KR;Emerging;SMALL
6/18/2012;ID10D9;ID1000110505;6334468;DOID.JK;DELTA DUNIA MAKMUR;ID;Emerging;SMALL
6/18/2012;MX00Q9;MXP524131127;2454810;ICHB.MX;INDUSTRIAS CH;MX;Emerging;SMALL
6/18/2012;CL10WU;CL0001763912;B4R4YK0;AQUA.SN;EMPRESAS AQUACHILE;CL;Emerging;SMALL
6/18/2012;TW05LF;TW0002913001;6871073;2913.TW;Taiwan Tea Corp;TW;Emerging;SMALL
6/18/2012;ID2030;ID1000070402;6216113;CMNP.JK;CITRA MARGA NUSAPHALA PERSADA;ID;Emerging;SMALL
6/18/2012;KR108K;KR7003670007;6419451;003670.KQ;Posco Chemtech;KR;Emerging;SMALL
6/18/2012;TW11F6;TW0002404001;6105136;2404.TW;UIS;TW;Emerging;SMALL
6/18/2012;CL0265;CLP5824Y1011;2470805;NOR.SN;Norte Grande;CL;Emerging;SMALL
6/18/2012;TH202E;TH0436010Z06;B04H5P6;SSI.BK;SAHAVIRIYA STEEL INDS;TH;Emerging;SMALL
6/18/2012;KR02HU;KR7004010005;6591650;004010.KS;Lotte Midopa;KR;Emerging;SMALL
6/18/2012;TW064Z;TW0003062006;6651918;3062.TW;CyberTAN;TW;Emerging;SMALL
6/18/2012;IN052C;INE191I01012;B1RPZ09;HDIL.NS;Housing Dev;IN;Emerging;SMALL
6/18/2012;KR11BO;KR7030530000;6162302;030530.KQ;WONIK IPS CO LTD;KR;Emerging;SMALL
6/18/2012;ID20PM;ID1000117005;B1RGJX3;KRAS.JK;KRAKATAU STEEL (PRO.);ID;Emerging;SMALL
6/18/2012;EV041;RU000A0JNG55;B57MPJ7;OGKB.MM;OGK-2;RU;Emerging;SMALL
6/18/2012;TW04YR;TW0002812005;6869971;2812.TW;Taichung Comm Bk;TW;Emerging;SMALL
6/18/2012;KR04Q5;KR7028150001;6204828;028150.KQ;GS Home Shop;KR;Emerging;SMALL
6/18/2012;TW08MJ;TW0009914002;6584445;9914.TW;Merida Industry;TW;Emerging;SMALL
6/18/2012;CN2539;CNE000000NL6;6445694;900942.SS;HUANGSHAN TOURISM DEV. 'B';CN;Emerging;SMALL
6/18/2012;KR04ZE;KR7033630005;6134817;033630.KQ;SK Broadband;KR;Emerging;SMALL
6/18/2012;CL00OL;CLP3064M1019;2196338;VAP.SN;Cia Sudamericana de Vapores SA;CL;Emerging;SMALL
6/18/2012;KR06WD;KR7097230007;B23S952;097230.KS;Hanjin Heavy Ind;KR;Emerging;SMALL
6/18/2012;IN046F;INE111B01023;6257521;FITE.NS;Financial Tech;IN;Emerging;SMALL
6/18/2012;ZA126I;ZAE000117792;6197810;CLHJ.J;CITY LODGE HOTELS;ZA;Emerging;SMALL
6/18/2012;TW051V;TW0002833001;6082325;2833.TW;Taiwan Life Ins;TW;Emerging;SMALL
6/18/2012;TW1FKP;TW0005478002;6343691;5478.TWO;SOFT-WORLD INTL.;TW;Emerging;SMALL
6/18/2012;550391;TRAKRDMR91G7;B03MV32;KRDMD.IS;KARDEMIR (D);TR;Emerging;SMALL
6/18/2012;TW11C3;TW0002345006;6005214;2345.TW;Accton;TW;Emerging;SMALL
6/18/2012;MY22TH;MYL1597OO003;6455273;IGBS.KL;IGB;MY;Emerging;SMALL
6/18/2012;CN889O;BMG2155W1010;B0703Z8;;CHINA OIL AND GAS GP.;CN;Emerging;SMALL
6/18/2012;TW0874;TW0008008004;6379232;8008.TW;Lite-On It;TW;Emerging;SMALL
6/18/2012;PH103A;PHY7571C1000;6792334;SECB.PS;SECURITY BANK;PH;Emerging;SMALL
6/18/2012;PH04R1;PHY249161019;6341446;FLI.PS;FILINVEST LAND;PH;Emerging;SMALL
6/18/2012;TW02QH;TW0002323003;6238485;2323.TW;CMC Magnetics;TW;Emerging;SMALL
6/18/2012;ZA207I;ZAE000037651;6517441;ACPJ.J;ACUCAP PROPERTIES;ZA;Emerging;SMALL
6/18/2012;IN09DR;INE667A01018;6674001;SBNK.NS;Syndicate Bnk;IN;Emerging;SMALL
6/18/2012;TW02KB;TW0002208006;B3KMM99;2208.TW;CSBC Corp;TW;Emerging;SMALL
6/18/2012;ZA10Z9;ZAE000040549;6187974;AFRJ.J;AFGRI;ZA;Emerging;SMALL
6/18/2012;TW06UP;TW0003576005;B284BT3;3576.TW;Neo Solar Power;TW;Emerging;SMALL
6/18/2012;TW02OF;TW0002313004;6215273;2313.TW;Compeq Mftg;TW;Emerging;SMALL
6/18/2012;ZA217J;ZAE000009932;6662404;WBOJ.J;WLSN.BAYLY HOLMES-OVCON;ZA;Emerging;SMALL
6/18/2012;KR02V8;KR7005440003;6489302;005440.KS;Hyundai Green;KR;Emerging;SMALL
6/18/2012;TW02E5;TW0002106002;6489636;2106.TW;Kenda Rubber;TW;Emerging;SMALL
6/18/2012;MY23F4;MYL2836OO004;B09FGC9;CBMS.KL;CARLSBERG BREWERY MAL.;MY;Emerging;SMALL
6/18/2012;MY217U;MYL8583OO006;B1YYNJ4;MAHS.KL;MAH SING GROUP;MY;Emerging;SMALL
6/18/2012;ZA302E;ZAE000053328;6844688;FBRJ.J;FAMOUS BRANDS;ZA;Emerging;SMALL
6/18/2012;KR02ER;KR7003690005;B01T146;003690.KS;Korean Reinsu;KR;Emerging;SMALL
6/18/2012;MX10VF;MXP001161019;B1TV969;ARA.MX;CONSORCIO ARA;MX;Emerging;SMALL
6/18/2012;BR1047;BRFLRYACNOR5;B4X4D29;FLRY3.SA;FLEURY S.A.;BR;Emerging;SMALL
6/18/2012;KR17ZI;KR7060310000;6599461;060310.KQ;3S KOREA;KR;Emerging;SMALL
6/18/2012;BR30BG;BRSMTOACNOR3;B1P3R43;SMTO3.SA;SAO MARTINHO ON;BR;Emerging;SMALL
6/18/2012;TW04ZS;TW0002820008;6198954;2820.TW;China Bills Fin;TW;Emerging;SMALL
6/18/2012;ID101X;ID1000086002;6073136;GJTL.JK;GAJAH TUNGGAL;ID;Emerging;SMALL
6/18/2012;ID001W;ID1000111800;6875730;TINS.JK;TIMAH;ID;Emerging;SMALL
6/18/2012;IN106C;INE192A01025;6121488;TAGL.NS;Tata Global;IN;Emerging;SMALL
6/18/2012;TW03XP;TW0002455003;6441573;2455.TW;Visual Photonics;TW;Emerging;SMALL
6/18/2012;BR10DG;BRGOLLACNPR4;B01NTS8;GOLL4.SA;GOL LINHAS AEREAS S.A. - PREF;BR;Emerging;SMALL
6/18/2012;KR10S4;KR7013570007;6586009;013570.KS;Dongyang Mechatr;KR;Emerging;SMALL
6/18/2012;KR042H;KR7015750003;6203869;015750.KQ;SUNGWOO HITECH;KR;Emerging;SMALL
6/18/2012;TW05NH;TW0003005005;6439620;3005.TW;Getac Tech;TW;Emerging;SMALL
6/18/2012;KR10EQ;KR7128940004;B613DJ9;128940.KS;HanmiPharm;KR;Emerging;SMALL
6/18/2012;ZA214G;ZAE000000220;6009205;AFEJ.J;AECI;ZA;Emerging;SMALL
6/18/2012;TW10UK;TW0006213002;6571492;6213.TW;ITEQ;TW;Emerging;SMALL
6/18/2012;EG20NJ;EGS675S1C011;B5YLBJ9;AMER.CA;AMER GROUP;EG;Emerging;SMALL
6/18/2012;IN01X3;INE208A01029;B01NFT1;ASOK.NS;Ashok Leyland;IN;Emerging;SMALL
6/18/2012;TW014U;TW0001304004;6919003;1304.TW;USI Corp;TW;Emerging;SMALL
6/18/2012;KR03S6;KR7011760006;6450858;011760.KS;Hyundi;KR;Emerging;SMALL
6/18/2012;TW05F9;TW0002889003;6518392;2889.TW;Waterland Fin;TW;Emerging;SMALL
6/18/2012;KR02AN;KR7003530003;6496142;003530.KS;HANWHA SEC;KR;Emerging;SMALL
6/18/2012;TW10RH;TW0003383006;B1LHHD8;3383.TW;Genesis Photonic;TW;Emerging;SMALL
6/18/2012;IN05CM;INE894F01025;B02L7L0;IBUL.NS;Indiabulls;IN;Emerging;SMALL
6/18/2012;TW114V;TW0002406006;6246961;2406.TW;Gigastorage;TW;Emerging;SMALL
6/18/2012;KR04KZ;KR7023160005;6167125;023160.KQ;T.K.;KR;Emerging;SMALL
6/18/2012;ID00TO;ID1000113707;B548673;BBTN.JK;BANK TABUNGAN NEGARA;ID;Emerging;SMALL
6/18/2012;704587;TRAHLKSG92O3;B03MZG3;YKSGR.IS;YAPI KREDI SIGORTA;TR;Emerging;SMALL
6/18/2012;KR01O0;KR7001510007;6616348;001510.KS;SK Securities;KR;Emerging;SMALL
6/18/2012;EG2073;EGS44012C010;B1TR8S2;MOIL.CA;MARIDIVE & OIL SERVICES;EG;Emerging;SMALL
6/18/2012;BR1148;BRSLCEACNOR2;B1Y4WK8;SLCE3.SA;SLC AGRICOLA ON;BR;Emerging;SMALL
6/18/2012;KR10W8;KR7034230003;6560939;034230.KQ;Paradise;KR;Emerging;SMALL
6/18/2012;KR04JY;KR7022100002;B123VB1;022100.KQ;Posco ICT;KR;Emerging;SMALL
6/18/2012;CN0PBZ;CNE100000239;6623360;2868.HK;BEIJING CAPITAL LAND 'H';CN;Emerging;SMALL
6/18/2012;KR022F;KR7003190006;B12G4Z5;003190.KS;RNL Bio;KR;Emerging;SMALL
6/18/2012;529729;CZ0009091500;5297294;UNPEsp.PR;UNIPETROL;CZ;Emerging;SMALL
6/18/2012;EG20LH;EGS65851C015;6651996;OCDI.CA;SIX OF OCT.DEV.& INV.;EG;Emerging;SMALL
6/18/2012;CN8DFZ;KYG7410S1003;B3MWPK9;;REAL NUTRICEUTICAL GROUP;CN;Emerging;SMALL
6/18/2012;TW00ZO;TW0001201002;6949312;1201.TW;Wei-Chuan Foods;TW;Emerging;SMALL
6/18/2012;KR023G;KR7003240009;6870791;003240.KS;Taekwang Ind;KR;Emerging;SMALL
6/18/2012;MY22OC;MYL5176TO001;B62QFR9;SUNW.KL;SUNWAY RLST.INV.TRUST;MY;Emerging;SMALL
6/18/2012;ID2096;ID1000103005;B0Y65H5;BTEL.JK;BAKRIE TELECOM;ID;Emerging;SMALL
6/18/2012;CN24V0;CNE000000HM6;6808725;900934.SS;SHANGHAI JIN JIANG INT H.D.'B';CN;Emerging;SMALL
6/18/2012;TW08UR;TW0009940007;6193915;9940.TW;Sinyi Realty;TW;Emerging;SMALL
6/18/2012;ID4054;ID1000113202;B58PM83;BWPT.JK;EAGLE HIGH PLANTATIONS;ID;Emerging;SMALL
6/18/2012;CN24UZ;CNE000000G39;6797436;900925.SS;SHANGHAI MECH.&ELECT. IND. 'B';CN;Emerging;SMALL
6/18/2012;MY20H3;MYL4502OO000;6812555;MPRM.KL;MEDIA PRIMA;MY;Emerging;SMALL
6/18/2012;TW03RJ;TW0002430006;6906072;2430.TW;Tsann Kuen Enter;TW;Emerging;SMALL
6/18/2012;IN03S0;INE126A01031;B083S06;EIDP.NS;EID Parry;IN;Emerging;SMALL
6/18/2012;TW031T;TW0002349008;6740753;2349.TW;Ritek Corp;TW;Emerging;SMALL
6/18/2012;ZA120C;ZAE000019303;6869045;SYCJ.J;SYCOM PROPERTY FUND;ZA;Emerging;SMALL
6/18/2012;EW054;PLLWBGD00016;B543NN3;LWBP.WA;BOGDANKA;PL;Emerging;SMALL
6/18/2012;KR03CQ;KR7008000002;6189776;008000.KS;Woongjin Chem;KR;Emerging;SMALL
6/18/2012;PH20AI;PHY0775S1043;6090180;BEL.PS;BELLE;PH;Emerging;SMALL
6/18/2012;CL00TQ;CL0000001934;B1GBXT3;SON.SN;Sonda SA;CL;Emerging;SMALL
6/18/2012;TW110R;TW0008039009;6716497;8039.TW;Taiflex Sci;TW;Emerging;SMALL
6/18/2012;TW124W;TW0009938001;6320832;9938.TW;Taiwan Paiho;TW;Emerging;SMALL
6/18/2012;IN03QY;INE216H01027;B0L7MM5;EDSO.NS;Educomp Sol;IN;Emerging;SMALL
6/18/2012;KR027K;KR7003470002;6894809;003470.KS;Tong Yang Sec;KR;Emerging;SMALL
6/18/2012;PL90K3;PLZATRM00012;B3B61Y8;ATTP.WA;GRUPA AZOTY;PL;Emerging;SMALL
6/18/2012;TW02PG;TW0002315009;6596235;2315.TW;Mitac;TW;Emerging;SMALL
6/18/2012;TW1AFF;TW0002847001;6873143;2847.TW;TA CHONG BANK;TW;Emerging;SMALL
6/18/2012;KR05ZF;KR7066270000;6712514;066270.KQ;SK Comms;KR;Emerging;SMALL
6/18/2012;TW01H7;TW0001507002;6988694;1507.TW;Yungtay Eng;TW;Emerging;SMALL
6/18/2012;KR03ES;KR7008770000;6440332;008770.KS;Hotel Shilla;KR;Emerging;SMALL
6/18/2012;TW03E6;TW0002377009;6133450;2377.TW;MICRO STAR;TW;Emerging;SMALL
6/18/2012;PH20FN;PHY6350R1069;B5BNBK9;NIKL.PS;NICKEL ASIA;PH;Emerging;SMALL
6/18/2012;TW03NF;TW0002401007;6084503;2401.TW;Sunplus Tech;TW;Emerging;SMALL
6/18/2012;MX00UD;MXP3142C1177;2229342;GEOB.MX;Corp GEO SAB de CV;MX;Emerging;SMALL
6/18/2012;CN0P7V;CNE1000003F3;B0ZSH52;2626hk.CEX;HUNAN NONFR.METALS 'H';CN;Emerging;SMALL
6/18/2012;CL011Z;CLP1663V1009;2094788;BES.SN;Besalco SA;CL;Emerging;SMALL
6/18/2012;BR3027;BREVENACNOR8;B1VD2Z3;EVEN3.SA;EVEN CONSTRUTORA E INCORPORADORA ON;BR;Emerging;SMALL
6/18/2012;KR076O;KR7111770004;B622C10;111770.KS;Youngone;KR;Emerging;SMALL
6/18/2012;CN24KP;CNE000000VS4;6113098;200771.SZ;HANGZHOU STM.TURBINE 'B';CN;Emerging;SMALL
6/18/2012;KR016I;KR7000640003;6273163;000640.KS;Dong A Pharm;KR;Emerging;SMALL
6/18/2012;MY22I6;MYL5161OO004;B62JK51;JCYI.KL;JCY INTERNATIONAL;MY;Emerging;SMALL
6/18/2012;KR10CO;KR7096640008;B4YCVM8;096640.KQ;Melfas;KR;Emerging;SMALL
6/18/2012;ID2074;ID1000099807;B03VZ37;MAPI.JK;MITRA ADIPERKASA;ID;Emerging;SMALL
6/18/2012;IN01PV;INE130C01021;B02ZJ27;AMTK.NS;Amtek Auto;IN;Emerging;SMALL
6/18/2012;MX302O;MXP001391012;2563017;ALSEA.MX;ALSEA DE CV;MX;Emerging;SMALL
6/18/2012;IN05KU;INE530B01024;B0838V7;IIFL.NS;India Infoline;IN;Emerging;SMALL
6/18/2012;ID20MJ;ID1000111909;B3CXGM1;TRAM.JK;TRADA MARITIME;ID;Emerging;SMALL
6/18/2012;KR056M;KR7035720002;6194037;035720.KQ;Daum Comm;KR;Emerging;SMALL
6/18/2012;TW10F5;TW0006153000;6431949;6153.TW;Career Tech;TW;Emerging;SMALL
6/18/2012;TW106W;TW0003406005;B059SR4;3406.TW;Genius Elec;TW;Emerging;SMALL
6/18/2012;ZA20LW;ZAE000030771;6479648;JDGJ.J;JD GROUP;ZA;Emerging;SMALL
6/18/2012;BR14U1;BRKROTCDAM11;B23DNH7;KROT11.SA;KROTON UNT;BR;Emerging;SMALL
6/18/2012;TW04VO;TW0002704004;6028653;2704.TW;Ambassador Hotel;TW;Emerging;SMALL
6/18/2012;TW1CCE;TW0006182009;6522939;6182.TWO;WAFER WORKS;TW;Emerging;SMALL
6/18/2012;TW05WQ;TW0003035002;6186045;3035.TW;Faraday Tech;TW;Emerging;SMALL
6/18/2012;ID20GD;ID1000108400;B29Y9F4;ASRI.JK;ALAM SUTERA REALTY;ID;Emerging;SMALL
6/18/2012;CL02FE;CLP7919K1035;2694735;PVD.SN;AFP PROVIDA;CL;Emerging;SMALL
6/18/2012;486998;TRATSKBW91N0;B03MY88;TSKB.IS;T.S.K.B.;TR;Emerging;SMALL
6/18/2012;CN8CTC;KYG884931042;B51BL70;;361 DEGREES INTL.;CN;Emerging;SMALL
6/18/2012;TW06JE;TW0003443008;B056381;3443.TW;GUC;TW;Emerging;SMALL
6/18/2012;B03MVQ;TREKOZA00014;B03MVQ5;KOZAA.IS;KOZA DAVETIYE;TR;Emerging;SMALL
6/18/2012;IN08R4;INE385B01031;6726805;REAG.NS;REI Agro;IN;Emerging;SMALL
6/18/2012;KR04GV;KR7020560009;6200202;020560.KS;Asiana Airlines;KR;Emerging;SMALL
6/18/2012;KR10DP;KR7077360006;B0LFXD7;077360.KQ;Duksan Hi Metal;KR;Emerging;SMALL
6/18/2012;TW04A3;TW0002520004;6491329;2520.TW;Kindom Constr;TW;Emerging;SMALL
6/18/2012;TH00OY;TH0878010Y00;B0R8BF8;PS.BK;PRUKSA REAL ESTATE;TH;Emerging;SMALL
6/18/2012;KR05K0;KR7044490001;6542119;044490.KQ;Taewoong;KR;Emerging;SMALL
6/18/2012;MY213Q;MYL5142OO004;6535465;WAHE.KL;WAH SEONG;MY;Emerging;SMALL
6/18/2012;KR04S7;KR7029530003;6782131;029530.KS;Sindoh;KR;Emerging;SMALL
6/18/2012;ID20WT;ID1000117104;B5SZFJ5;APLN.JK;AGUNG PODOMORO LAND;ID;Emerging;SMALL
6/18/2012;599914;TRAAKENR91L9;B03MN47;AKENR.IS;AK ENERJI;TR;Emerging;SMALL
6/18/2012;TW0841;TW0006285000;6682598;6285.TW;Wistron Neweb;TW;Emerging;SMALL
6/18/2012;TW1EY2;TW0005371009;6141806;5371.TWO;CORETRONIC;TW;Emerging;SMALL
6/18/2012;KR06UB;KR7095660007;B1WGT83;095660.KQ;NEOWIZ Games;KR;Emerging;SMALL
6/18/2012;BR2037;BRPOMOACNPR7;2599131;POMO4.SA;MARCOPOLO;BR;Emerging;SMALL
6/18/2012;KR071J;KR7103140000;B3BDFS1;103140.KS;Poongsan;KR;Emerging;SMALL
6/18/2012;BR11W0;BRETERACNOR3;B01GYT3;ETER3.SA;ETERNIT ON;BR;Emerging;SMALL
6/18/2012;TW08DA;TW0008078007;6712860;8078.TW;Compal Comm;TW;Emerging;SMALL
6/18/2012;TW02ZQ;TW0002344009;6966515;2344.TW;Winbond;TW;Emerging;SMALL
6/18/2012;ID4043;ID1000103609;B18THH1;BBKP.JK;BANK KB BUKOPIN;ID;Emerging;SMALL
6/18/2012;CN12Y0;CNE100000TW9;B3ZXLP6;0956.HK;CHINA SUNTIEN GRN.EN.'H';CN;Emerging;SMALL
6/18/2012;KR01EQ;KR7001120005;6537115;001120.KS;LG INTERNATIONAL;KR;Emerging;SMALL
6/18/2012;BR126B;BRLPSBACNOR0;B1L86W3;LPSB3.SA;LPS BRA.CNSLIA.DE IMOV. ON;BR;Emerging;SMALL
6/18/2012;KR05GW;KR7039490008;B00VS64;039490.KS;KIWOOM;KR;Emerging;SMALL
6/18/2012;ID00ZU;ID1000064207;6211516;BHIT.JK;MNC INVESTAMA;ID;Emerging;SMALL
6/18/2012;ZA12AM;ZAE000093183;B1TQ2V0;RBXJ.J;RAUBEX GROUP;ZA;Emerging;SMALL
6/18/2012;BR14T0;BRTPISACNOR8;B23FDJ5;TPIS3.SA;TPI TRIUNFO PARTP.E INVMS.ON;BR;Emerging;SMALL
6/18/2012;KR13M1;KR7130960008;B670SY4;130960.KQ;CJ E&M;KR;Emerging;SMALL
6/18/2012;BR11Z3;BRFESAACNPR5;B07C6Z5;FESA4.SA;FERBASA PN;BR;Emerging;SMALL
6/18/2012;KR040F;KR7014620009;6321051;014620.KQ;Sung Kwang Bend;KR;Emerging;SMALL
6/18/2012;CN24W1;CNE0000004C0;6800776;900908.SS;SHAI.CHLOR-ALKALI CHM. 'B';CN;Emerging;SMALL
6/18/2012;TW1I4C;TW0003211009;6732028;3211.TWO;DYNAPACK INTL.TECH.;TW;Emerging;SMALL
6/18/2012;TW0470;TW0002504008;6375564;2504.TW;GDC;TW;Emerging;SMALL
6/18/2012;ID1163;ID1000088701;6307374;ELTY.JK;BAKRIELAND DEVELOPMENT;ID;Emerging;SMALL
6/18/2012;ID121Z;ID1000106107;B1XN0L3;SGRO.JK;SAMPOERNA AGRO;ID;Emerging;SMALL
6/18/2012;IN04NW;INE131A01031;6101639;GMDC.NS;Guj Min Dev;IN;Emerging;SMALL
6/18/2012;ZA20AL;ZAE000047353;6622710;CMLJ.J;CORONATION FD.MGRS.;ZA;Emerging;SMALL
6/18/2012;KR04M1;KR7025860008;6214043;025860.KS;Namhae Chemical;KR;Emerging;SMALL
6/18/2012;ZA106G;ZAE000149936;B59KXT5;RBPJ.J;ROYAL BAFOKENG PLATINUM;ZA;Emerging;SMALL
6/18/2012;TW019Z;TW0001319002;6898845;1319.TW;Tong Yang Ind;TW;Emerging;SMALL
6/18/2012;TR107S;TREBZMT00017;B459RS6;BIZIM.IS;BIZIM TOPTAN SATIS MAGAZALARI;TR;Emerging;SMALL
6/18/2012;TW05TN;TW0003019006;6295866;3019.TW;ASIA OPTICAL;TW;Emerging;SMALL
6/18/2012;CN8B0I;BMG2157E1093;6185343;;CHINA POWER CLENDV.;CN;Emerging;SMALL
6/18/2012;PH04PZ;PHY2518H1143;B0XNCB0;FGEN.PS;First Gen Corp;PH;Emerging;SMALL
6/18/2012;TW01A0;TW0001409001;6804886;1409.TW;Shinkong Syn Fib;TW;Emerging;SMALL
6/18/2012;KR05CS;KR7036930006;6201788;036930.KQ;Jusung Eng;KR;Emerging;SMALL
6/18/2012;TW01SI;TW0003705000;B680BR7;3705.TW;YUNG SHIN GLOBAL HLDG;TW;Emerging;SMALL
6/18/2012;TW02XO;TW0002340007;6664723;2340.TW;Opto Tech;TW;Emerging;SMALL
6/18/2012;561831;PLAGORA00067;5618312;AGOD.WA;AGORA;PL;Emerging;SMALL
6/18/2012;KR19VG;KR7053210001;B4070X1;053210.KS;KT SKYLIFE;KR;Emerging;SMALL
6/18/2012;PH30BK;PHY1234G1032;B2NRDY6;CEB.PS;CEBU AIR;PH;Emerging;SMALL
6/18/2012;ZA20V6;ZAE000134854;6105578;CLSJ.J;CLICKS GROUP;ZA;Emerging;SMALL
6/18/2012;EG0082;EGS3C251C013;6162614;ESRS.CA;Ezz Steel;EG;Emerging;SMALL
6/18/2012;CN24JO;CNE000000T75;6045641;900949.SS;ZHEJIANG STHEAST.ELEC. PWR.'B';CN;Emerging;SMALL
6/18/2012;TW03JB;TW0002388006;6146823;2388.TW;VIA TECHNOLOGIES;TW;Emerging;SMALL
6/18/2012;B03MVZ;TRAMRDIN91F2;B03MVZ4;MRDIN.IS;MARDIN CIMENTO;TR;Emerging;SMALL
6/18/2012;TW02TK;TW0002328002;6669966;2328.TW;Pan Intl Ind;TW;Emerging;SMALL
6/18/2012;TW1DLO;TW0005356000;6124227;5356.TWO;SIRTEC INTERNATIONAL;TW;Emerging;SMALL
6/18/2012;TW05ZT;TW0003042008;6336248;3042.TW;TXC Corp;TW;Emerging;SMALL
6/18/2012;TW10XN;TW0001444008;6508939;1444.TW;Lealea Ent;TW;Emerging;SMALL
6/18/2012;TW013T;TW0001234003;6147440;1234.TW;Hey Song Corp;TW;Emerging;SMALL
6/18/2012;KR10ZB;KR7008060006;6149383;008060.KS;Daeduck Electr;KR;Emerging;SMALL
6/18/2012;CN8BYG;KYG2112N1117;B1Z98B5;;CHINA AUTOMATION GROUP;CN;Emerging;SMALL
6/18/2012;KR11MZ;KR7082270000;B09CF34;082270.KQ;GemVax & Kael;KR;Emerging;SMALL
6/18/2012;CN26AH;BMG8165U1009;6162692;0934.HK;SINOPEC KANTONS HOLDINGS;CN;Emerging;SMALL
6/18/2012;TW10LB;TW0001308005;6057204;1308.TW;Asia Polymer;TW;Emerging;SMALL
6/18/2012;B03MXD;TRASASAW91E4;B03MXD6;SASA.IS;ADVANSA SASA;TR;Emerging;SMALL
6/18/2012;MX027S;MXP4984U1083;2375546;SIMECB.MX;GRUPO SIMEC;MX;Emerging;SMALL
6/18/2012;MY214R;MYL5185OO003;6009454;AFIN.KL;AFFIN HOLDINGS;MY;Emerging;SMALL
6/18/2012;TW04E7;TW0002545001;6156037;2545.TW;Huang Hsiang;TW;Emerging;SMALL
6/18/2012;HK0157;BMG0957L1090;B01YCG0;0371.HK;BEIJING ENTS.WATER GROUP;CN;Emerging;SMALL
6/18/2012;TW082Z;TW0006271000;B1L8PB5;6271.TW;THEIL;TW;Emerging;SMALL
6/18/2012;TW10E4;TW0006278005;6740140;6278.TW;Taiwan Surface;TW;Emerging;SMALL
6/18/2012;KR12U8;KR7078160009;B0C5TJ4;078160.KQ;Medipost;KR;Emerging;SMALL
6/18/2012;ID10IE;ID1000098304;B01BKT0;ENRG.JK;ENERGI MEGA PERSADA;ID;Emerging;SMALL
6/18/2012;MA2053;MA0000011058;6287454;MNG.CS;MANAGEM;MA;Emerging;SMALL
6/18/2012;CN0P9X;CNE1000009W5;B2QKB60;2722.HK;CHONGQING MACHINERY & ELECTRIC 'H';CN;Emerging;SMALL
6/18/2012;MX10XH;MX01HE010008;2962959;HERDEZ.MX;GRUPO HERDEZ;MX;Emerging;SMALL
6/18/2012;BR305A;BREQTLACNOR0;B128R96;EQTL3.SA;EQUATORIAL ENERGIA ON;BR;Emerging;SMALL
6/18/2012;TW05OI;TW0003006003;6443386;3006.TW;ESMT;TW;Emerging;SMALL
