Date,Internal_Number,Instrument_Name,ENTITY_QID,Country,Free_Float_MCAP_USD_Cutoff_Company,Full_MCAP_USD_Cutoff_Company,Weight_Cutoff,CumWeight_Cutoff,Size,Case,Shadow_Company
2019-03-18,BR00DF,Gerdau SA,E004YRDWB,BR,4228725324.4003124,4626614140.481743,0.009160153250409503,0.8056127071870608,Standard,Inside,
2019-03-18,BR00RT,HYPERA,E004YPUS5,BR,2893760661.169365,4534964208.0698395,0.0062683880112446855,0.8118810951983055,Standard,Inside,
2019-03-18,BR00FH,BRF SA,E004YR9TC,BR,3472873659.9277344,4456401462.758545,0.00752284731303988,0.8194039425113454,Standard,Inside,
2019-03-18,BR305A,EQUATORIAL ON,E004YNGT2,BR,4353043325.369514,4353043325.369514,0.00942944762479026,0.8288333901361357,Standard,Inside,
2019-03-18,BR807H,NODM.INTMDCA.PARTP. ON,E004YR4FB,BR,2324818489.398286,4325243701.206114,0.0050359604865785,0.8338693506227142,Standard,Inside,
2019-03-18,BR0406,M Dias Branco,E004YQ678,BR,1557697005.7530427,4246720299.2176733,0.0033742421641976415,0.8372435927869118,Standard,Inside,true
2019-03-18,BR04DJ,CIA BRAS DE DISTRIBUICAO,E004YPP4X,BR,3915181477.1234784,4149196139.3847795,0.008480962839245569,0.8457245556261574,Standard,Inside,
2019-03-18,BR15EM,ENERGISA UNITS,E004YMF4V,BR,3899848611.0834665,3899848611.0834665,0.00844774918928725,0.8541723048154447,Standard,Inside,
2019-03-18,CL001Y,SACI Falabella,E004YQY25,CL,9017498261.074282,18960257067.019096,0.13168998416267239,0.13168998416267239,Standard,Inside,
2019-03-18,CL002Z,Empresas COPEC SA,E004YOKL8,CL,6921806496.805844,17666683248.61114,0.10108486428838534,0.23277484845105773,Standard,Inside,
2019-03-18,CL00DA,Banco de Chile,E004YR9B9,CL,5496563012.661121,16057735941.165998,0.08027085507862804,0.31304570352968575,Standard,Inside,
2019-03-18,CL0085,Banco Santander Chile,E004YNWXM,CL,2818345956.847688,15015162263.439999,0.04115863665029284,0.3542043401799786,Standard,Inside,
2019-03-18,CL0030,ENEL AMERICAS,E004YR73N,CL,4101805975.9716616,10001965315.707537,0.059902064671949425,0.414106404851928,Standard,Inside,
2019-03-18,CL0063,Empresas CMPC SA,E004YRDB1,CL,5074351821.657,9391730190.0,0.07410495590716405,0.48821136075909205,Standard,Inside,
2019-03-18,CL00A7,Banco de Credito e Inversiones,E004YR7A5,CL,4174476938.5899954,9305566069.081575,0.06096333883460776,0.5491746995936998,Standard,Inside,
2019-03-18,CL6025,Enel Chile SA,E004YQOMA,CL,2869769975.9792466,7369722588.544547,0.041909624126969004,0.5910843237206688,Standard,Inside,
2019-03-18,CL0074,LATAM AIRLINES GROUP,E004YMWEC,CL,4910146865.991022,7051769159.831999,0.07170693514962982,0.6627912588702985,Standard,Inside,
2019-03-18,CL0041,Enel Generacion Chile SA,E004YRDA1,CL,352227666.3517048,5460894051.964415,0.005143871887809501,0.6679351307581081,Standard,Inside,true
2019-03-18,CL0052,Cencosud SA,E004YPT39,CL,2705600967.2549143,5338597015.104408,0.039512128332350085,0.7074472590904581,Standard,Inside,
2019-03-18,CL00GD,Cia Cervecerias Unidas SA,E004YMAJO,CL,2093448202.0036962,5233620505.00924,0.030572355279212267,0.7380196143696705,Standard,Inside,
2019-03-18,CL00B8,Sociedad Quimica y Minera de C,E004YRA6I,CL,1691653741.7299533,5009338885.786062,0.02470461851030103,0.7627242328799715,Standard,Inside,
2019-03-18,CL00KH,ITAU CORPBANCA,E004YMC9J,CL,1917914084.4902399,4855478694.912,0.028008885402523668,0.7907331182824952,Standard,Inside,
2019-03-18,CL00C9,Colbun SA,E004YOERI,CL,1670110191.028125,4048751978.2499995,0.02439000022387693,0.8151231185063721,Standard,Inside,
2019-03-18,CL00WT,AGUAS ANDINAS A,E004YMXQB,CL,1611113131.788728,3588225237.836811,0.02352841737995023,0.8386515358863224,Standard,Inside,
2019-03-18,CL00FC,ENTEL Chile SA,E004YOCY7,CL,1436523347.81334,3182373389.0415144,0.020978738386838437,0.8596302742731607,Standard,Inside,true
2019-03-18,CN72PX,ALIBABA GROUP ADR,E004YRDO7,CN,265150331059.78128,470291470485.6,0.14619733693490292,0.14619733693490292,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN89O4,TENCENT HOLDINGS,E004YRCZZ,CN,245574652479.04504,407322362711.96716,0.13540379175712222,0.28160112869202514,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2067,INDSTRL & COML.BK.OF CHINA 'A',E004YQLJ0,CN,55458715297.775955,298645167758.6168,0.03057856444666396,0.3121796931386891,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0010,CHINA CONSTRUCTION BANK CORP H,E004YQE4O,CN,86989450438.6778,223708259630.97742,0.04796383223333814,0.3601435253720272,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,607355,China Mobile Ltd.,E004YRE19,CN,58775807734.12275,215453840667.60538,0.03240752720383839,0.3925510525758656,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN038A,PETROCHINA 'A',E004YRCWM,CN,14697836327.618717,203572347962.648,0.008104023559821469,0.40065507613568707,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2045,AGRICULTURAL BANK OF CHINA 'A',E004YP17E,CN,14741304990.576572,196161760728.67795,0.008127991105851523,0.40878306724153857,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2034,PING AN INSUR GP CO. OF CN 'A',E004YMZMN,CN,59406839996.84331,191842068776.86432,0.032755462791778316,0.4415385300333169,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN20DE,BANK OF CHINA 'A',E004YM2HT,CN,36514199802.489845,160035798977.12473,0.020133026989241794,0.4616715570225587,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN10RR,Moutai 'A',E004YN7T5,CN,2127767393.531508,141851174699.55917,0.0011731983335939744,0.46284475535615266,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2023,CHINA MERCHANTS BANK 'A',E004YQRYZ,CN,18823965421.52711,118982114748.82312,0.01037906912724724,0.4732238244833999,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN20CD,CHINA LIFE INSURANCE 'A',E004YR9W4,CN,20793731018.76891,108862650338.64346,0.011465149176824143,0.484688973660224,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN20AB,CHINA PTL.& CHM.'A',E004YRDDT,CN,22586883029.860905,107930274859.78885,0.012453848861615446,0.49714282252183944,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,617994,CNOOC Ltd.,E004YR982,CN,27385279279.80599,77011471540.5118,0.015099565917658764,0.5122423884394982,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2056,BANK OF COMMS.'A',E004YPZFI,CN,6674322718.785777,66963663195.18634,0.0036800565303107356,0.515922444969809,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2089,CHINA SHENHUA EN.'A',E004YQZZR,CN,8791275744.327444,58795900557.67007,0.00484729208877096,0.52076973705858,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN01CC,Ind Bank 'A',E004YO7EX,CN,832374806.6102384,55491667313.98273,0.000458950888621312,0.5212286879472013,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN04RU,CHINA YANGTZE PWR. 'A',E004YMYF5,CN,804495348.19894,53633049314.68001,0.00044357884454869777,0.52167226679175,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0Q9Y,Pudong Dev 'A',E004YP39X,CN,773072415.4116879,51538193238.81663,0.0004262530163145065,0.5220985198080645,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0SE5,SAIC Motor 'A',E004YN720,CN,711616265.333844,49486527491.92238,0.00039236761461147496,0.522490887422676,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0O5S,HIK Vision Digi 'A',E004YMKFQ,CN,714177020.9419332,47611794492.41868,0.0003937795519413188,0.5228846669746173,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN40AD,MIDEA GROUP 'A',E004YQ6LZ,CN,704024225.947816,46934972427.226944,0.0003881815518005938,0.523272848526418,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN06IN,CHINA VANKE 'A',E004YQG8R,CN,5302521226.778387,45699829246.90969,0.002923679104217348,0.5261965276306353,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,KY00GY,Baidu Inc/China ADR,E004YQXKR,CN,44950115170.799995,44950115170.799995,0.024784382152653227,0.5509809097832885,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,619615,CITIC LTD.,E004YRDUW,CN,7464609468.731995,44247833246.78124,0.004115801105078123,0.5550967108883667,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,653611,BOC Hong Kong (Holdings) Ltd.,E004YRAGE,CN,14993910974.344772,44177698804.787186,0.00826727179983793,0.5633639826882045,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN2078,CHINA PAC.IN.(GROUP) 'A',E004YQRFC,CN,10403779062.288946,42434804410.75993,0.005736386550552022,0.5691003692387565,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0QK9,CHINA MINSHENG BANKING 'A',E004YM8BL,CN,5445218953.058975,42411322359.504906,0.0030023591024112184,0.5721027283411677,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0EGT,Wuliangye 'A',E004YMKIA,CN,622631721.3049334,41508775401.556465,0.0003433037370994373,0.5724460320782672,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8D4O,CHINA EVERGRANDE,E004YNA7N,CN,6482187625.4882,40437851687.387405,0.003574117990239625,0.5760201500685068,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,619215,China Overseas Land & Investme,E004YP5Z7,CN,13718433642.556528,40336470574.99715,0.007564005134158246,0.583584155202665,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0BHR,GREE ELECT.APP. 'A',E004YOCEH,CN,604615724.0561163,40307755688.21542,0.0003333701616463116,0.5839175253643114,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0QVK,CITIC Securities 'A',E004YNNC9,CN,5605921421.026284,40114869772.962425,0.0030909664700195585,0.587008491834331,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0W4Z,Hengrui Medi 'A',E004YNFB2,CN,593929483.1132591,39595331065.221436,0.0003274780325984387,0.5873359698669295,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN04UX,CRRC 'A',E004YODYW,CN,5104636255.067325,39008747931.5212,0.002814570223349787,0.5901505400902792,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN06AF,China State Con 'A',E004YMJTN,CN,579274832.0099514,38618311578.32493,0.00031939782030358517,0.5904699379105828,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,626383,China Unicom (Hong Kong) Ltd.,E004YRCYP,CN,7283362043.282638,36289795930.6559,0.004015865755870398,0.5944858036664532,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0649,Everbright Bank 'A',E004YRBEF,CN,2650788226.0290184,34934724777.9592,0.0014615790893976403,0.5959473827558508,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN86ZC,JD.COM 'A' ADR,E004YQXV0,CN,12717797991.905918,33362534081.600002,0.007012279376236185,0.602959662132087,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN06HM,PING AN BANK 'A',E004YP5ZX,CN,476116116.99684423,31741056278.831028,0.0002625186553549186,0.6032221807874418,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN40MP,FOSHAN HAI TIAN FLFD.'A',E004YTZIL,CN,418830999.66510665,30978624235.584812,0.00023093305798293094,0.6034531138454248,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0R4U,CHINA UTD.NET.COMMS.'A',E004YPKMY,CN,447584794.5294704,29839004105.903812,0.00024678718955855656,0.6036999010349833,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,KY00HZ,Netease.com ADR,E004YPP7T,CN,29599152361.76,29599152361.76,0.016320240798960606,0.6200201418339439,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN1257,ANHUI CONCH CMT. 'A',E004YRDGD,CN,7751642177.009201,28639907453.912872,0.004274063843787959,0.6242942056777319,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN8BP7,COUNTRY GARDEN HOLDINGS,E004YRC8N,CN,9625032620.431011,28510167714.546833,0.0053070050163404265,0.6296012106940723,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN02NO,Huatai Security 'A',E004YPGMJ,CN,3530874578.837786,25962944230.544315,0.0019468369449663137,0.6315480476390386,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,619376,China Resources Land Ltd.,E004YQS2D,CN,10019528156.915867,25870199217.4435,0.005524520101598941,0.6370725677406376,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0NWI,Yanghe Brewery 'A',E004YMKXI,CN,356168462.3590421,25029407052.638237,0.0001963824841891341,0.6372689502248268,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0QNC,Baosteel 'A',E004YP93M,CN,374678060.49420804,24978529189.975315,0.00020658821896713968,0.6374755384437939,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0616,CHINA RAILWAY GROUP 'A',E004YO6GD,CN,4477691637.331923,24685080294.80682,0.002468888461791205,0.6399444269055851,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN536D,GUOTAI JUNAN SECS.'A',E004YOR9P,CN,1542021769.3963993,24613307343.49315,0.0008502326784972882,0.6407946595840823,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN00WV,Yili Company 'A',E004YO3D1,CN,368714043.91207474,24580952369.522434,0.0002032998076788773,0.6409979593917612,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0R3T,POLY DEV. & HOLDINGS 'A',E004YN1UN,CN,352436263.678549,23495764421.967808,0.00019432464211207844,0.6411922840338733,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0537,CHINA RAILWAY CON.'A',E004YQC1B,CN,3011383398.2670383,22602029249.1379,0.0016604023519674888,0.6428526863858408,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0CGR,BOE Tech 'A',E004YQSX8,CN,680064900.8337593,20983481016.852524,0.00037497097230619034,0.643227657358147,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0QMB,SH Intl Port 'A',E004YM3Z3,CN,294750054.69246733,20691474530.885735,0.00016251789271852797,0.6433901752508655,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN20EF,NEW CHINA LIFE IN.'A',E004YNHAM,CN,4863706742.791269,20651043503.76107,0.0026817276470535397,0.646071902897919,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN20JK,BYD 'A',E004YR6I6,CN,4634320825.597587,20633373307.221222,0.0025552499236803582,0.6486271528215994,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0313,BOB 'A',E004YOBTA,CN,172252346.50842208,20301284579.83364,0.00009497568507520234,0.6487221285066747,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN71FM,BANK OF SHAI. 'A',E004YQGGU,CN,236180960.12732118,20103512138.224415,0.00013022434204525986,0.6488523528487199,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN03TV,Haitong Sec 'A',E004YQELI,CN,3883159844.377261,19908556276.77918,0.0021410783304378045,0.6509934311791576,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN04IL,Daqin Railway 'A',E004YMI0P,CN,297839486.20282125,19855961113.797157,0.00016422132886982844,0.6511576525080275,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN02WX,AIR CHINA LIMITED 'A',E004YRCP4,CN,2206331693.5072484,19649771250.665348,0.0012165167461665708,0.652374169254194,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN71DK,SHENWAN HONGYUAN GROUP 'A',E004YN6WR,CN,278068773.0303213,18537905305.818626,0.00015332024644020998,0.6525274895006342,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8DTD,SUNAC CHINA HOLDINGS,E004YOFEV,CN,9650427719.51548,18434436904.51859,0.005321007246103852,0.6578484967467381,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0346,CHINA SHIPBUILDING IND. 'A',E004YNTGQ,CN,267425729.93222854,17828385786.98528,0.00014745193561591105,0.657995948682354,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8D8S,LONGFOR GROUP HOLDINGS,E004YN90W,CN,4680739820.65064,17603384056.602623,0.0025808442098833075,0.6605767928922374,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN20BC,ZTE 'A',E004YR0V1,CN,2486723296.037604,17576249047.885727,0.0013711177433631593,0.6619479106356005,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,KY001J,Ctrip.com International ADR,E004YNRPO,CN,17516993692.48,17516993692.48,0.009658437229590613,0.6716063478651911,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0D6I,GF Securities 'A',E004YQBSC,CN,2476513696.957157,17469000996.442924,0.0013654884228536637,0.6729718362880448,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0HN3,SUNING.COM 'A',E004YMB8S,CN,255650301.4341629,17043357547.7556,0.0001409592554793118,0.6731127955435241,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN88T8,GEELY AUTOMOBILE HDG.,E004YRDZX,CN,10414380800.869389,16859933302.362616,0.005742232087086506,0.6788550276306106,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN88N2,CHINA GAS HOLDINGS,E004YMW8J,CN,6709022972.200741,16668380055.157118,0.003699189392110143,0.6825542170227207,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0QF4,SH Airport 'A',E004YP39D,CN,245967585.63308555,16502353950.559244,0.00013562044538332945,0.682689837468104,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN01UU,China Mer Sec 'A',E004YOR5N,CN,833021312.8305067,16422669649.891659,0.0004593073561668636,0.6831491448242708,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0QJ8,Hua Xia Bank 'A',E004YP5YQ,CN,239340168.07079038,15956019565.673613,0.00013196625119661843,0.6832811110754674,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8BWE,ANTA SPORTS PRODUCTS,E004YQREY,CN,6065249721.646992,15733462312.962362,0.003344228738488843,0.6866253398139562,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN876K,ZTO EXPRESS (CAYMAN) 'A' ADR,E004YU482,CN,7397978481.12393,15648817516.92,0.004079062425904288,0.6907044022398605,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0K2L,Bank of Ningbo 'A',E004YQZE3,CN,86690431.88341393,15034765477.490555,0.000047798960794939504,0.6907522012006555,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN14CG,Qingdao Haier 'A',E004YNT29,CN,225432078.19228894,15028799561.99063,0.00012429767430304574,0.6908764988749585,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN6016,FOCUS MEDIA INFO TECH 'A',E004YN49F,CN,221940358.0342366,14796038132.329866,0.0001223724261376415,0.6909988713010962,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN52BH,CHINA MOLY.LUOYANG 'A',E004YMQ5U,CN,1927670816.911189,14460655912.823519,0.0010628700284594588,0.6920617413295557,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0QH6,HUANENG POWER INTL.'A',E004YRBRF,CN,2777157175.8640018,14231104143.58833,0.0015312558039742084,0.6935929971335298,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN1FWB,CHINA FORTUNE LAND A,E004YNSL6,CN,426085518.3242134,14202859890.008907,0.00023493302020989435,0.6938279301537398,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8C0J,FOSUN INTERNATIONAL,E004YO0Z5,CN,4079534995.519152,14067362053.514318,0.002249354733572525,0.6960772848873124,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN40KN,MUYUAN FOODSTUFF 'A',E004YOMTL,CN,209531470.5569874,13968768195.991213,0.00011553047238164307,0.696192815359694,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN52TZ,GUOSEN SECURITIES 'A',E004YOR0B,CN,209348460.62474933,13956557807.7208,0.00011542956522976849,0.6963082449249238,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN537E,CHINA NAT.NRR.'A',E004YMEMW,CN,206382022.82056716,13944731271.659943,0.00011379394476713865,0.696422038869691,Standard,Above - Companies in between Upper and Lower GMSR,true
