Date,ENTITY_QID,Country,Internal_Number,Instrument_Name,Free_Float,Capfactor,Free_Float_MCAP_USD_Cutoff,Full_MCAP_USD_Cutoff,Status_TOR,FOR_FF,Shadow_Company,Mcap_Units_Index_Currency,ISIN,SEDOL
2021-06-21,E004YM3MN,TH,TH21O1,MBK,0.4997,0.8045052,298959842.868671,743660392.6601089,Pass,0.40201124844,,310668310.0,TH0480B10Z01,BFWRH46
2021-06-21,E004YTXLY,TH,TH80EW,THONBURI HEALTHCARE GROUP,0.6368,0.6429834,283824352.03025633,693181302.0355921,Pass,0.40945182912,,280502403.0,TH7923010006,BF1G272
2021-06-21,E004YRQM5,TH,TH00V5,ABSOLUTE CLEAN ENERGY,0.2429,1.0,291212811.9360604,1198900007.9706068,Pass,0.2429,,289368560.0,TH8906010005,BKF9GY7
2021-06-21,E004YPRUE,TH,TH00X7,BANGKOK COMMERCIAL ASSET MNG,0.5421,0.9038923,958281231.0188187,1955675918.4907525,Pass,0.49000001583,,957087077.0,TH9479010000,BJYD494
2021-06-21,E004YNQKQ,TH,TH20FR,MAJOR CINEPLEX GROUP,0.6432,0.673186,252954210.23352247,584198988.9673051,Pass,0.43299323519999994,,301462822.0,TH0671010Z08,6614212
2021-06-21,E004YR49D,TH,TH00OY,PRUKSA HOLDING,0.3977,1.0,400772573.0835096,1007725856.3829762,Pass,0.3977,,390580699.0,TH7595010003,BYVGNF0
2021-06-21,E004YU0V6,TH,TH513J,PLAN B MEDIA,0.5632,0.8855955,371985856.38931876,745810305.8238914,Pass,0.4987673856,,407458810.0,TH6253010008,BVG6VZ0
2021-06-21,E004YRDX3,TH,TH203F,JASMINE INTERNATIONAL,0.4679,1.0,360416479.4641367,770285273.4860796,Pass,0.4679,,381640964.0,TH0418G10Z03,BYSXDN2
2021-06-21,E004YMAWB,TH,TH21LY,ESSO THAILAND,0.3401,1.0,318423542.14078003,936264457.9264336,Pass,0.3401,,305386108.0,TH0975010008,B2R3SR8
2021-06-21,E004YP7V3,TH,TH21MZ,TTW,0.3615,1.0,544905576.4888765,1507345993.0536003,Pass,0.3615,,547655410.0,TH0961010Y04,BL8VWT4
2021-06-21,E004YNV5C,TH,TH20NZ,BANGKOK CHAIN HOSPITAL,0.5404,0.9158879,806117666.4422274,1628698802.9375348,Pass,0.49494582115999997,,808398561.0,TH0808010Y07,B7Z0713
2021-06-21,E004YNUVI,TH,TH703K,BCPG,0.3228,1.0,382019598.0712374,1183456003.938158,Pass,0.3228,,369458037.0,TH7411010005,BD3RR41
2021-06-21,E004YM5RF,TH,TH214H,SINO-THAI ENGR.CON.,0.8465,0.5788541,382802081.0344087,781228743.7403135,Pass,0.4899999956500001,,340489489.0,TH0307010Z09,6541406
2021-06-21,E004YU8QR,TH,TH908R,TQM CORPORATION,0.491,0.8935173,488789366.63275397,1114133651.0400002,Pass,0.4387169943,,487232829.0,TH8878010009,BHZ6D02
2021-06-21,E004YOBQO,TH,TH407L,RATCHTHANI LEASING,0.4427,0.7775309,262109789.59481642,761475723.8458694,Pass,0.34421292943,,304682802.0,TH0697010Z03,6614267
2021-06-21,E004YMCEY,TH,TH501G,TIPCO ASPHALT,0.7657,0.5093379,382192724.73458016,979981270.0147244,Pass,0.39000003003000006,,381593491.0,TH0219010Z06,BWZ1D13
2021-06-21,E004YN96O,TH,TH517N,CK POWER,0.2676,1.0,383057861.710519,1431456882.3263042,Pass,0.2676,,388899217.0,TH4536010Z09,BWX5FX3
2021-06-21,E004YNGQV,TH,TH50N2,SPCG,0.5704,0.8139652,285209591.3707807,614297534.0544844,Pass,0.46428575008000006,,294687354.0,TH0889010Y07,B0V8CZ1
2021-06-21,E004YOJAR,TH,TH401F,KCE ELECTRONICS,0.7435,0.6586022,1299942839.5881178,2654728463.055502,Pass,0.4896707357,,1325585051.0,TH0122C10Z04,BDZ7KL7
2021-06-21,E004YU1XZ,TH,TH409N,MEGA LIFESCIENCES,0.4492,1.0,451072878.8929087,1004169365.3003311,Pass,0.4492,,461165586.0,TH4984010009,BGLZX73
2021-06-21,E004YNOQE,TH,TH219M,SUPALAI,0.7036,0.4974417,511497974.74235517,1461422867.9869764,Pass,0.34999998012,,498391393.0,TH0371010Z05,6554697
2021-06-21,E004YU1R3,TH,TH50YD,IMPACT GROWTH REAL ESTATE IT,0.4371,1.0,381725681.6989802,873314302.6744001,Pass,0.4371,,410062910.0,TH5882010009,BRCFFZ1
2021-06-21,E004YRPTI,TH,TH70AR,TPI POLENE POWER,0.2976,1.0,355347472.58615816,1194043926.7008002,Pass,0.2976,,351188522.0,TH7534010007,BYNGF85
2021-06-21,E004YNOPV,TH,TH20W8,QUALITY HOUSES,0.7502,0.5331911,315582525.2786619,788956385.7411945,Pass,0.39999996322000003,,311888764.0,TH0256A10Z04,B00PN05
2021-06-21,E004YM6TL,TH,TH215I,AP THAILAND,0.787,0.3811944,258339164.4114722,861130568.7053744,Pass,0.2999999928,,252329321.0,TH0308010Y08,B99J5K5
2021-06-21,E004YQU4H,TH,TH602I,STAR PTL.REFN.,0.3944,1.0,533800578.3911571,1353449742.371088,Pass,0.3944,,557312270.0,TH6838010002,BD4DC87
2021-06-21,E004YROYE,TR,TR806Y,HEKTAS TICARET,0.5019,1.0,479664404.3177773,955697159.4297218,Pass,0.5019,,397606047.0,TRAHEKTS91E4,B03MTG1
2021-06-21,E004YSN3X,TR,515183,BORUSAN YATIRIM VE PAZ.,0.2251,1.0,259085603.70928165,1150980025.3633125,Pass,0.2251,,210898843.0,TRABRYAT91Q2,B03MQ26
2021-06-21,E004YOWDK,TR,ET001,TURK. HALK BANKASI,0.2471,1.0,327385895.5225668,1324912567.877648,Pass,0.2471,,346350226.0,TRETHAL00019,B1WTMP0
2021-06-21,E004YRA4T,TR,427764,DOGAN SIRKETLER GRUBU,0.4185,1.0,379845713.5359424,907636113.5864812,Pass,0.4185,,365832663.0,TRADOHOL91Q8,B03MRG7
2021-06-21,E004YNGO7,TR,TR807Z,ENERJISA ENERJI,0.2,1.0,297052638.7150497,1485263193.5752485,Pass,0.2,,279260805.0,TREENSA00014,BD0MXB8
2021-06-21,E004YM7ZO,TR,TR005P,Migros Ticaret AS,0.5082,1.0,376003755.6348147,739873584.4840903,Pass,0.5082,,340920147.0,TREMGTI00012,B50PPK4
2021-06-21,E004YQNYA,TR,550391,KARDEMIR (D),0.9257,1.0,669705992.7686863,723458996.1852504,Pass,0.9257,,560742839.0,TRAKRDMR91G7,B03MV32
2021-06-21,E004YTXKP,TR,TR80A2,SOK MARKETLER TICARET,0.5353,1.0,430094703.5556989,803464792.743693,Pass,0.5353,,426844956.0,TRESOKM00022,BFZCT20
2021-06-21,E004YNW6F,TR,TR106R,EMLAK KONUT GAYRIMENKUL YATIRI,0.5066,1.0,442847654.9083236,874156444.746,Pass,0.5066,,467470642.0,TREEGYO00017,B586565
2021-06-21,E004YQTBX,TR,TR8080,MLP SAGLIK HIZMETLERI,0.4298,1.0,247882708.76626715,576739666.7432926,Pass,0.4298,,224873810.0,TREMLPC00021,BD0MX96
2021-06-21,E004YM9XY,TR,469876,PETKIM PETROKIMIYA,0.3848,1.0,711000087.458813,1847713324.9969153,Pass,0.3848,,620397972.0,TRAPETKM91E0,B03MWY0
2021-06-21,E004YP22B,TR,778920,ULKER BISKUVI,0.49,1.0,430972575.82046646,879535869.02136,Pass,0.49,,411522754.0,TREULKR00015,B03MYX3
2021-06-21,E004YSNGN,TR,B03MVQ,KOZA DAVETIYE,0.4775,1.0,348023569.24763143,728845171.1992282,Pass,0.4775,,301892853.0,TREKOZA00014,B03MVQ5
2021-06-21,E004YTMPR,TR,TR304R,PEGASUS HAVA TASIMACILIGI,0.3709,1.0,372189770.4784738,1003477407.5990127,Pass,0.3709,,342812345.0,TREPEGS00016,B9J4ZK0
2021-06-21,E004YTXDJ,TW,TW6061,GLOBAL LIGHTING TECHS.,0.6111,1.0,279713740.0518097,457721715.0250528,Pass,0.6111,,296433956.0,KYG3931M1024,B6QH3G3
2021-06-21,E004YOMYR,TW,TW08UR,Sinyi Realty,0.4311,1.0,356720901.93644327,827466717.5514805,Pass,0.4311,,343379936.0,TW0009940007,6193915
2021-06-21,E004YSMH5,TW,TW05WQ,Faraday Tech,0.8052,1.0,494965498.19385463,614711249.6197896,Pass,0.8052,,537697203.0,TW0003035002,6186045
2021-06-21,E004YOCXN,TW,TW05UO,Holystone,0.9389,1.0,707311154.5102972,753340243.3808684,Pass,0.9389,,727905216.0,TW0003026001,6206835
2021-06-21,E004YMTFE,TW,TW01ZP,Twn Glass Ind,0.4142,1.0,1435559811.2901125,3465861446.8616915,Pass,0.4142,,1327936307.0,TW0001802007,6870865
2021-06-21,E004YRDKJ,TW,TW03JB,VIA TECHNOLOGIES,0.473,1.0,417555348.96755683,882780864.6248559,Pass,0.473,,456852022.0,TW0002388006,6146823
2021-06-21,E004YSMFW,TW,US03E3,HIMAX TECHNOLOGIES ADR 1:2,0.79,1.0,1799686199.472,2278083796.7999997,Pass,0.79,,1924607347.0,US43289P1066,B126TB6
2021-06-21,E004YN2KJ,TW,TW40C5,CHIPMOS TECHNOLOGIES,0.8915,1.0,1069792081.9364053,1199991118.268542,Pass,0.8915,,1094192702.0,TW0008150004,B0BSM06
2021-06-21,E004YPWFU,TW,TW05OI,ESMT,1.0,1.0,1387127618.0679438,1387127618.0679438,Pass,1.0,,1232536481.0,TW0003006003,6443386
2021-06-21,E004YU50Y,TW,TW08ZW,AP MEMORY TECH.,0.7083,1.0,1357932938.222462,1917172014.9971228,Pass,0.7083,,1219965099.0,TW0006531007,BWY5316
2021-06-21,E004YR6MJ,TW,TW11D4,Chang Wah Elec,0.396,1.0,312482615.48124653,789097513.8415318,Pass,0.396,,280694752.0,TW0008070004,6698636
2021-06-21,E004YPY1K,TW,TW07VR,Radiant,1.0,1.0,1987797953.3601131,1987797953.3601131,Pass,1.0,,1930853557.0,TW0006176001,6520278
2021-06-21,E004YT7QX,TW,TW9097,RICHWAVE TECHNOLOGY,0.9448,1.0,1120325182.701947,1185780252.6481235,Pass,0.9448,,1094171543.0,TW0004968003,B43HJN1
2021-06-21,E004YSMXL,TW,TW06JE,GUC,0.5942,1.0,1038461331.8083193,1747662961.6430821,Pass,0.5942,,1188570648.0,TW0003443008,B056381
2021-06-21,E004YRBSQ,TW,TW0830,AcBel Polytech,0.7732,1.0,383588824.43921214,496105567.04502344,Pass,0.7732,,381177851.0,TW0006282007,6676450
2021-06-21,E004YMYFB,TW,TW06ID,Alpha Networks,0.4551,1.0,249749689.40773842,548779805.3345164,Pass,0.4551,,250322180.0,TW0003380002,B04C5Z1
2021-06-21,E004YOQ45,TW,TW1NAN,TAIDOC TECHNOLOGY,0.58,1.0,402028045.16998917,693151802.0172226,Pass,0.58,,431538566.0,TW0004736004,B3DBMV5
2021-06-21,E004YQ1LR,TW,TW1AHH,CHUNG HUNG STEEL,0.5941,1.0,1618897251.1464624,2724957500.667333,Pass,0.5941,,1434785516.0,TW0002014008,6987602
2021-06-21,E004YO1YK,TW,TW0841,Wistron Neweb,0.7745,1.0,738523209.1910924,953548365.6437603,Pass,0.7745,,738553697.0,TW0006285000,6682598
2021-06-21,E004YPU82,TW,TW032U,Qisda,0.8296,1.0,1814575992.739151,2187290251.614213,Pass,0.8296,,1737500203.0,TW0002352002,6054465
2021-06-21,E004YQTYD,TW,TW08QN,CTCI Corp,0.7704,1.0,805193524.0536681,1045162933.6106803,Pass,0.7704,,813502868.0,TW0009933002,6239187
2021-06-21,E004YNUYZ,TW,TW07OK,Capital Sec,1.0,1.0,1376230898.1415174,1376230898.1415174,Pass,1.0,,1251066114.0,TW0006005002,6156673
2021-06-21,E004YQVFU,TW,TW072Y,Continental Hold,0.5682,1.0,421916185.0911167,742548724.2011911,Pass,0.5682,,433638403.0,TW0003703005,B58DQK7
2021-06-21,E004YMWMP,TW,TW01TJ,Eternal,0.7763,1.0,1412589505.2528384,1819643830.0307078,Pass,0.7763,,1337192044.0,TW0001717007,6318514
2021-06-21,E004YNVLT,TW,TW02A1,King Slide,0.7161,1.0,948048195.8698064,1323904756.1371405,Pass,0.7161,,970964375.0,TW0002059003,B01H720
2021-06-21,E004YQJMP,TW,TW02B2,Nan Kang Tire,0.5352,1.0,616006151.0843538,1150983092.4595551,Pass,0.5352,,609474775.0,TW0002101003,6621427
2021-06-21,E004YPR28,TW,TW1AKK,SYSTEX,0.7657,1.0,655325178.0232639,855851087.9238133,Pass,0.7657,,649003828.0,TW0006214000,6574037
2021-06-21,E004YRHF5,TW,TW6094,FOXSEMICON INTEG.TECH.,0.9159,1.0,641971273.3644944,700918520.9788126,Pass,0.9159,,639470168.0,TW0003413001,B04ZR54
2021-06-21,E004YQNR1,TW,TW082Z,THEIL,0.9471,1.0,1122906538.5643437,1185626162.5639782,Pass,0.9471,,1230806206.0,TW0006271000,B1L8PB5
2021-06-21,E004YPCBX,TW,TW11A1,Namchow Holdings,0.5424,1.0,328842136.08179265,606272374.7820661,Pass,0.5424,,295805377.0,TW0001702009,6621018
2021-06-21,E004YOQLU,TW,TW04A3,KINDOM DEVELOPMENT,0.6875,1.0,470507111.43898946,684373980.2748938,Pass,0.6875,,460569177.0,TW0002520004,6491329
2021-06-21,E004YQ6MI,TW,TW301T,MERCURIES LIFE INSURANCE,0.4708,1.0,401105371.5185396,851965529.9884018,Pass,0.4708,,379467204.0,TW0002867009,B6S2Z37
2021-06-21,E004YNLDY,TW,TW07D9,HANNSTAR BOARD,0.6182,1.0,525436916.88576984,849946484.7715462,Pass,0.6182,,538478513.0,TW0005469001,6328933
2021-06-21,E004YPYS8,TW,TW037Z,Clevo Co,0.8671,1.0,629032874.9479249,725444441.1808614,Pass,0.8671,,617386870.0,TW0002362001,6203740
2021-06-21,E004YQVWY,TW,TW005U,HTC Corp,0.9465,1.0,1045300745.9732777,1104385362.8877735,Pass,0.9465,,1124858023.0,TW0002498003,6510536
2021-06-21,E004YRB3C,TW,TW01G6,Teco Electric,0.941,1.0,2405940420.7282248,2556791095.354118,Pass,0.941,,2420534802.0,TW0001504009,6879851
2021-06-21,E004YQPBE,TW,TW124W,Taiwan Paiho,0.9216,1.0,949994973.8316326,1030810518.480504,Pass,0.9216,,972109849.0,TW0009938001,6320832
2021-06-21,E004YQTZ9,TW,TW8074,CENTURY IOSTL.INDUSTRIAL,0.7333,1.0,640406486.9516531,873321269.5372332,Pass,0.7333,,805906151.0,TW0009958009,B1LJ5C9
2021-06-21,E004YQLJD,TW,TW03KC,Cheng Uei,0.6865,1.0,512263502.7088329,746195925.2859912,Pass,0.6865,,504908688.0,TW0002392008,6175667
2021-06-21,E004YP17T,TW,TW010Q,Great Wall Ent,0.9141,1.0,1580756153.9977653,1729303308.1695275,Pass,0.9141,,1586309016.0,TW0001210003,6384344
2021-06-21,E004YRG7T,TW,TW5071,GENERAL INTERFACE SOLUTION,0.6481,1.0,784172665.4842031,1209956280.6421895,Pass,0.6481,,830749676.0,KYG3808R1011,BXNPSQ4
2021-06-21,E004YPSPV,TW,TW1INV,KMC KUEI MENG INTL.,0.45,1.0,482684046.4941865,1072631214.4315257,Pass,0.45,,467807445.0,TW0005306005,6160384
2021-06-21,E004YME9G,TW,TW07SO,Hannstar Dis,0.7986,1.0,2049255967.8319962,2566060565.7801104,Pass,0.7986,,1938337931.0,TW0006116007,6381828
2021-06-21,E004YTCQ6,TW,TW8030,ALCHIP TECHNOLOGIES,1.0,1.0,1470507284.4919918,1470507284.4919918,Pass,1.0,,1448024383.0,KYG022421088,B4TPSL0
2021-06-21,E004YM90Z,TW,TW501V,AEROSPACE INDV.,0.5941,1.0,564528920.9083678,950225418.1255139,Pass,0.5941,,591860843.0,TW0002634003,B6TJTG8
2021-06-21,E004YSMGA,TW,TW02E5,Kenda Rubber,0.7691,1.0,1024879673.1862304,1332570112.06115,Pass,0.7691,,978886249.0,TW0002106002,6489636
2021-06-21,E004YM2NB,TW,TW14VP,Adlink Tech,0.5623,1.0,261903985.71262112,465772693.780226,Pass,0.5623,,267107193.0,TW0006166002,6431574
2021-06-21,E004YRY1F,TW,TW60KF,QUANG VIET ENTERPRISE,0.6689,1.0,341946673.74220794,511207465.60354006,Pass,0.6689,,321729111.0,TW0004438007,BYP6XF6
2021-06-21,E004YT6ST,TW,TW14JD,SHINY CHEMICAL INDL.,0.57,1.0,419988715.0299,736822307.07,Pass,0.57,,448043448.0,TW0001773000,B2NWD18
2021-06-21,E004YM66H,TW,TW055Z,Far Eastern Bk,1.0,1.0,1311539961.9949505,1311539961.9949505,Pass,1.0,,1289762087.0,TW0002845005,6328450
2021-06-21,E004YNLMA,TW,TW1594,THINKING ELT.INDUSTRIAL,0.664,1.0,503837000.4579083,758790663.3402232,Pass,0.664,,538947777.0,TW0002428000,6146629
2021-06-21,E004YM971,TW,TW117Y,WT Microelectron,0.4691,1.0,723599943.770913,1542528125.71075,Pass,0.4691,,708405776.0,TW0003036000,6290991
2021-06-21,E004YQJK2,TW,TW1APP,TPK HOLDING,0.8811,1.0,598374963.921044,679122646.6020248,Pass,0.8811,,579070412.0,KYG898431096,B5T7VM5
2021-06-21,E004YU714,TW,TW9031,FUSHENG PRECISION,0.8798,1.0,916644717.8619126,1041878515.4147676,Pass,0.8798,,858283904.0,TW0006670003,BD2BR77
2021-06-21,E004YPJB1,TW,TW1ASS,WISDOM MARINE LINES,0.6087,1.0,1109271350.5167797,1822361344.696533,Pass,0.6087,,1474980593.0,KYG9721M1033,B429W95
2021-06-21,E004YQ3DD,TW,TW07JF,Chong Hong Const,0.7783,1.0,645016665.2787783,828750694.1780525,Pass,0.7783,,629253196.0,TW0005534002,6511788
2021-06-21,E004YQXXQ,TW,TW02D4,INTERNATIONAL CSRC INV HLDG,0.7649,1.0,742171289.0225722,970285382.4324384,Pass,0.7649,,661893136.0,TW0002104007,6191265
2021-06-21,E004YM66O,TW,TW0492,BES,0.8926,1.0,443798710.73059195,497197748.96996623,Pass,0.8926,,433158012.0,TW0002515004,6084666
2021-06-21,E004YM4D3,TW,TW1AYY,SILICON MOTION TECH.ADR 1:4,0.92,1.0,2119691845.0462942,2304012875.0503197,Pass,0.92,,2037114540.0,US82706C1080,B0CL646
2021-06-21,E004YM6CG,TW,TW01A0,Shinkong Syn Fib,0.8897,1.0,1124064015.3627386,1263419147.3111594,Pass,0.8897,,1077187244.0,TW0001409001,6804886
2021-06-21,E004YSMX7,TW,TW106W,Genius Elec,0.8484,1.0,1590786935.0643759,1875043534.9650824,Pass,0.8484,,1756979739.0,TW0003406005,B059SR4
2021-06-21,E004YQ8EN,TW,TW05NH,Getac Tech,0.6752,1.0,736338011.9938082,1090548003.545332,Pass,0.6752,,737688444.0,TW0003005005,6439620
2021-06-21,E004YR9AQ,TW,TW05TN,ASIA OPTICAL,0.8794,1.0,734257140.3259507,834952399.7338536,Pass,0.8794,,714902485.0,TW0003019006,6295866
2021-06-21,E004YNHCS,TW,TW1IKS,EPISIL-PRECISION,0.41,1.0,278282876.0030437,678738721.9586432,Pass,0.41,,295933420.0,TW0003016002,6568041
2021-06-21,E004YOLJ5,TW,TW12QI,Unitech,0.9403,1.0,442016530.5480651,470080326.0109168,Pass,0.9403,,455519594.0,TW0002367000,6096423
2021-06-21,E004YR87X,TW,TW505Z,CHICONY POWER TECHNOLOGY,0.4235,1.0,412707999.22704285,974517117.4192277,Pass,0.4235,,436083479.0,TW0006412000,B97NLT0
2021-06-21,E004YNWAI,TW,TW05JD,Far East Dept,0.6691,1.0,769311999.0150911,1149771333.1566148,Pass,0.6691,,773731834.0,TW0002903002,6331373
2021-06-21,E004YP6KG,TW,TW022T,YFY,0.8406,1.0,1933917361.6208482,2300639259.6012945,Pass,0.8406,,2220646130.0,TW0001907004,6988616
2021-06-21,E004YSMTA,TW,TW10E4,Taiwan Surface,0.9471,1.0,1205609927.2592416,1272948925.4136221,Pass,0.9471,,1276354042.0,TW0006278005,6740140
2021-06-21,E004YQ33A,TW,TW090Y,HOTAI FINANCE,0.3165,1.0,491265685.22008765,1552182259.779108,Pass,0.3165,,488920499.0,TW0006592009,BYQKH22
2021-06-21,E004YOV9J,TW,TW012S,Lien Hwa Ind,0.8118,1.0,1820228878.3084617,2242213449.505373,Pass,0.8118,,1822773408.0,TW0001229003,6515144
2021-06-21,E004YQPBH,TW,TW7073,MARKETECH INTL.,0.4952,1.0,341250933.40102065,689117393.7823519,Pass,0.4952,,343769542.0,TW0006196009,6546887
2021-06-21,E004YOQJV,TW,TW16FB,SERCOMM,0.9461,1.0,573829283.7340193,606520752.2820201,Pass,0.9461,,564443092.0,TW0005388003,6156770
2021-06-21,E004YMU5M,TW,TW02G7,Yulon Motor,0.4992,1.0,713400486.47712,1429087512.9750001,Pass,0.4992,,705804803.0,TW0002201001,6988597
2021-06-21,E004YMXXM,TW,TW04YR,Taichung Comm Bk,0.7236,1.0,1235183853.3063526,1706998138.8976681,Pass,0.7236,,1225862255.0,TW0002812005,6869971
2021-06-21,E004YNCUM,TW,TW0481,Prince Hsg Dev,0.8404,1.0,588099223.4912821,699784892.3028107,Pass,0.8404,,568893137.0,TW0002511003,6703165
2021-06-21,E004YPSPU,TW,TW028Z,Yeun Chyang,0.7833,1.0,371988670.4991999,474899362.3122685,Pass,0.7833,,361555058.0,TW0002034006,6181374
2021-06-21,E004YRUR1,TW,TW06WR,Arcadyan Tech,0.8018,1.0,586978831.839839,732076367.9718622,Pass,0.8018,,579395518.0,TW0003596003,B28SKW1
2021-06-21,E004YOJHD,TW,TW01UK,Twn Fertilizer,0.7593,1.0,1493348112.0379038,1966743200.3660002,Pass,0.7593,,1520857473.0,TW0001722007,6109439
2021-06-21,E004YP9C4,TW,TW02KB,CSBC Corp,0.5223,1.0,347500828.17275727,665328026.3694377,Pass,0.5223,,536687094.0,TW0002208006,B3KMM99
2021-06-21,E004YQPOJ,TW,TW40B4,ENNOCONN,0.596,1.0,422891298.5623429,709549158.6616492,Pass,0.596,,435783647.0,TW0006414006,B94NS14
2021-06-21,E004YRA92,TW,TW02WN,Macronix,1.0,1.0,2817315929.789608,2817315929.789608,Pass,1.0,,2872846215.0,TW0002337003,6574101
2021-06-21,E004YNI56,TW,TW402V,HOTA INDL.MNFG.,0.9399,1.0,813723258.8315691,865755142.921129,Pass,0.9399,,945082394.0,TW0001536001,6246251
2021-06-21,E004YPWGB,TW,TW05MG,Ruentex Ind,0.7611,1.0,1291068683.963385,1696319385.0524046,Pass,0.7611,,1264933668.0,TW0002915006,6758422
2021-06-21,E004YM6GO,TW,TW03SK,Greatek Eltrs,0.5709,1.0,848206845.0712899,1485736284.9383254,Pass,0.5709,,892747919.0,TW0002441003,6293989
2021-06-21,E004YOR16,TW,TW10UK,ITEQ,0.681,1.0,1039053449.5910894,1525775990.5889711,Pass,0.681,,1115966552.0,TW0006213002,6571492
2021-06-21,E004YOZCH,TW,TW017X,UPC Tech,0.6293,1.0,782103678.0800406,1242815315.5570326,Pass,0.6293,,748787843.0,TW0001313005,6918657
2021-06-21,E004YSMHD,TW,TW11F6,UIS,0.9477,1.0,1511427477.503966,1594837477.5814776,Pass,0.9477,,1396465476.0,TW0002404001,6105136
2021-06-21,E004YQ2W8,TW,TW134X,Sitronix,0.9483,1.0,1195600569.442478,1260783053.2979834,Pass,0.9483,,1132234925.0,TW0008016007,6718772
2021-06-21,E004YQ55M,TW,TW01D3,Tainan Spinning,0.8136,1.0,1367272348.0022871,1680521568.341061,Pass,0.8136,,1259327304.0,TW0001440006,6871824
2021-06-21,E004YO806,TW,TW02PG,MITAC HOLDING,0.7595,1.0,936130663.6529962,1232561769.1283689,Pass,0.7595,,906950607.0,TW0003706008,BDRZRW9
2021-06-21,E004YOWB6,TW,TW06QL,FORMOSA SUMCO TECHNOLOGY,0.1643,1.0,388965584.33407056,2367410738.4909954,Pass,0.1643,,400303615.0,TW0003532008,B1HKJZ7
2021-06-21,E004YPZEG,TW,TW03D5,Gigabyte Tech,0.9352,1.0,2368937587.149057,2533081252.297965,Pass,0.9352,,2510984674.0,TW0002376001,6129181
2021-06-21,E004YP8GQ,TW,TW04OH,CAL,0.5596,0.8756254,1704033502.8696609,3477619579.2738557,Pass,0.48999997384,,2029142247.0,TW0002610003,6189657
2021-06-21,E004YQF4E,TW,TW02I9,Sanyang Industry,0.8039,1.0,655212468.0191504,815042254.0355147,Pass,0.8039,,684477147.0,TW0002206000,6787084
2021-06-21,E004YTBXJ,TW,TW9020,NAN PAO RESINS CHEMICAL,0.4527,1.0,297578041.9655758,657340494.7328824,Pass,0.4527,,303805682.0,TW0004766001,BZ3C814
2021-06-21,E004YPEWL,TW,TW16XT,SUPREME ELECTRONICS,1.0,1.0,601255810.4466195,601255810.4466195,Pass,1.0,,603538439.0,TW0008112004,6728373
2021-06-21,E004YRAO2,TW,TW03LD,Everlight Elec,1.0,1.0,730454433.5503702,730454433.5503702,Pass,1.0,,795829690.0,TW0002393006,6094922
2021-06-21,E004YQ4B9,TW,TW05LF,Taiwan Tea Corp,0.8189,1.0,462846388.4325599,565205017.0137501,Pass,0.8189,,457338749.0,TW0002913001,6871073
2021-06-21,E004YRHSW,TW,TW702Y,GLOBAL PMX,0.5052,1.0,342019432.27493775,676998084.4713732,Pass,0.5052,,376089121.0,TW0004551007,BGSGT82
2021-06-21,E004YOQJZ,TW,TW04G9,Huaku,0.8795,1.0,826367643.1444507,939587996.7532127,Pass,0.8795,,742462341.0,TW0002548005,6275459
2021-06-21,E004YSMF6,TW,TW02TK,Pan Intl Ind,0.7921,1.0,588245083.173492,742639923.2085494,Pass,0.7921,,596676534.0,TW0002328002,6669966
2021-06-21,E004YNXYB,TW,TW12G8,Elite Matl,0.9235,1.0,1826544392.2818244,1977849910.429696,Pass,0.9235,,2349553721.0,TW0002383007,6316121
2021-06-21,E004YOHY1,TW,TW12NF,Merry Eltrs,1.0,1.0,813651901.158924,813651901.158924,Pass,1.0,,789012272.0,TW0002439007,6129749
2021-06-21,E004YQGIN,TW,TW06UP,UNITED RENEWABLE ENERGY,0.8716,1.0,1127781929.3552735,1293921442.5829206,Pass,0.8716,,1072781283.0,TW0003576005,B284BT3
2021-06-21,E004YNJP7,TW,TW11VM,Test Research,0.7092,1.0,347731854.6347149,490315643.8729764,Pass,0.7092,,352588628.0,TW0003030003,6338921
2021-06-21,E004YQM61,TW,TW60A5,FULGENT SUN INTL.(HLDG.),0.7005,1.0,573233606.2319268,818320637.0191675,Pass,0.7005,,536234699.0,KYG368891068,B8X9CB4
2021-06-21,E004YNFPE,TW,TW405Y,CHLITINA HOLDING,0.6471,1.0,391316218.0339198,604722945.5013443,Pass,0.6471,,370088615.0,KYG211641017,BGCWLC4
2021-06-21,E004YQ0TU,TW,TW021S,Cheng Loong,1.0,1.0,1658094268.136415,1658094268.136415,Pass,1.0,,1816877988.0,TW0001904001,6190239
2021-06-21,E004YP8NL,TW,TW016W,GRAND PETROCHM,0.866,1.0,762236875.8541174,880181149.9470178,Pass,0.866,,800942097.0,TW0001312007,6381237
2021-06-21,E004YQB59,TW,TW027Y,Ta Chen,0.9493,1.0,2623491512.5913224,2763606354.778598,Pass,0.9493,,2468295059.0,TW0002027000,6873109
2021-06-21,E004YMUI8,TW,TW019Z,Tong Yang Ind,0.7435,1.0,527301121.4057735,709214689.1805965,Pass,0.7435,,519452382.0,TW0001319002,6898845
2021-06-21,E004YOYJ3,TW,TW08TQ,Taiwan Hon Chuan,1.0,1.0,737056382.0157923,737056382.0157923,Pass,1.0,,770520157.0,TW0009939009,6335212
2021-06-21,E004YNLR9,TW,TW14YS,Taisun,0.6138,1.0,324631546.9102421,528888150.71724015,Pass,0.6138,,318022273.0,TW0001218006,6876799
